"Kód obce";PSČ;"Doručovacia pošta";"platné od";"platné do"
920304706;67923;"Lomnice u Tišnova";2018-07-31;
920304178;67923;"Lomnice u Tišnova";2018-07-31;
920304635;67923;"Lomnice u Tišnova";2018-07-31;
920305509;67923;"Lomnice u Tišnova";2018-07-31;
920302467;67923;"Lomnice u Tišnova";2018-07-31;
920303185;67923;"Lomnice u Tišnova";2018-07-31;
920302467;67923;"Lomnice u Tišnova";2018-07-31;
920304178;67923;"Lomnice u Tišnova";2018-07-31;
920305622;67923;"Lomnice u Tišnova";2018-07-31;
920302668;67923;"Lomnice u Tišnova";2018-07-31;
920302731;67923;"Lomnice u Tišnova";2018-07-31;
920304178;67923;"Lomnice u Tišnova";2018-07-31;
920306286;67923;"Lomnice u Tišnova";2018-07-31;
508535;97698;Lopej;2010-01-01;
508853;97698;Lopej;2010-01-01;
509086;97698;Lopej;2010-01-01;
920304756;78983;Loštice;2018-07-31;
920301540;78983;Loštice;2018-07-31;
920301540;78983;Loštice;2018-07-31;
920304185;28937;Loučeň;2018-07-31;
920304185;28937;Loučeň;2018-07-31;
920304185;28937;Loučeň;2018-07-31;
920304185;28937;Loučeň;2018-07-31;
920306598;75644;Loučka;2018-07-31;
920306755;75644;Loučka;2018-07-31;
920306632;75644;Loučka;2018-07-31;
920306632;75644;Loučka;2018-07-31;
920306762;75644;Loučka;2018-07-31;
920301542;78811;"Loučná nad Desnou";2018-07-31;
920301542;78811;"Loučná nad Desnou";2018-07-31;
920301542;78811;"Loučná nad Desnou";2018-07-31;
920301542;78811;"Loučná nad Desnou";2018-07-31;
920301542;78811;"Loučná nad Desnou";2018-07-31;
920301542;78811;"Loučná nad Desnou";2018-07-31;
920301543;38276;Loučovice;2018-07-31;
920301543;38276;Loučovice;2018-07-31;
920306636;69676;Louka;2018-07-31;
920301546;43533;"Louka u Litvínova";2018-07-31;
920306638;76875;Loukov;2018-07-31;
920306940;29411;"Loukov u Mnichova Hradiště";2018-07-31;
920306429;29411;"Loukov u Mnichova Hradiště";2018-07-31;
920303791;29411;"Loukov u Mnichova Hradiště";2018-07-31;
920306637;29411;"Loukov u Mnichova Hradiště";2018-07-31;
920304188;29411;"Loukov u Mnichova Hradiště";2018-07-31;
920306809;29411;"Loukov u Mnichova Hradiště";2018-07-31;
920306809;29411;"Loukov u Mnichova Hradiště";2018-07-31;
920300704;29411;"Loukov u Mnichova Hradiště";2018-07-31;
920306940;29411;"Loukov u Mnichova Hradiště";2018-07-31;
920304188;29411;"Loukov u Mnichova Hradiště";2018-07-31;
920301548;25706;"Louňovice pod Blaníkem";2018-07-31;
920303645;25706;"Louňovice pod Blaníkem";2018-07-31;
920303645;25706;"Louňovice pod Blaníkem";2018-07-31;
920301548;25706;"Louňovice pod Blaníkem";2018-07-31;
920306305;25706;"Louňovice pod Blaníkem";2018-07-31;
920306305;25706;"Louňovice pod Blaníkem";2018-07-31;
920306305;25706;"Louňovice pod Blaníkem";2018-07-31;
920306305;25706;"Louňovice pod Blaníkem";2018-07-31;
920305939;25706;"Louňovice pod Blaníkem";2018-07-31;
920306305;25706;"Louňovice pod Blaníkem";2018-07-31;
920305939;25706;"Louňovice pod Blaníkem";2018-07-31;
920301548;25706;"Louňovice pod Blaníkem";2018-07-31;
920303645;25706;"Louňovice pod Blaníkem";2018-07-31;
920306305;25706;"Louňovice pod Blaníkem";2018-07-31;
920306305;25706;"Louňovice pod Blaníkem";2018-07-31;
920305939;25706;"Louňovice pod Blaníkem";2018-07-31;
920301548;25706;"Louňovice pod Blaníkem";2018-07-31;
920306305;25706;"Louňovice pod Blaníkem";2018-07-31;
920304720;25706;"Louňovice pod Blaníkem";2018-07-31;
920301548;25706;"Louňovice pod Blaníkem";2018-07-31;
920306305;25706;"Louňovice pod Blaníkem";2018-07-31;
920306305;25706;"Louňovice pod Blaníkem";2018-07-31;
920306305;25706;"Louňovice pod Blaníkem";2018-07-31;
920305732;44001;"Louny 1";2018-07-31;
920301516;44001;"Louny 1";2018-07-31;
920301516;44001;"Louny 1";2018-07-31;
920304921;44001;"Louny 1";2018-07-31;
920304609;44001;"Louny 1";2018-07-31;
920306365;44001;"Louny 1";2018-07-31;
920303480;44001;"Louny 1";2018-07-31;
920306715;44001;"Louny 1";2018-07-31;
920301693;44001;"Louny 1";2018-07-31;
920301516;44001;"Louny 1";2018-07-31;
920300475;44001;"Louny 1";2018-07-31;
920305119;44001;"Louny 1";2018-07-31;
920304921;44001;"Louny 1";2018-07-31;
920306957;44001;"Louny 1";2018-07-31;
920303430;44001;"Louny 1";2018-07-31;
920300363;44001;"Louny 1";2018-07-31;
920304921;44001;"Louny 1";2018-07-31;
920304921;44001;"Louny 1";2018-07-31;
920304921;44001;"Louny 1";2018-07-31;
920303374;44001;"Louny 1";2018-07-31;
920302368;44001;"Louny 1";2018-07-31;
920303480;44001;"Louny 1";2018-07-31;
920303848;44001;"Louny 1";2018-07-31;
920305139;44001;"Louny 1";2018-07-31;
920301680;44001;"Louny 1";2018-07-31;
920304921;44001;"Louny 1";2018-07-31;
920304921;44001;"Louny 1";2018-07-31;
920305139;44001;"Louny 1";2018-07-31;
920305353;44001;"Louny 1";2018-07-31;
920303481;44001;"Louny 1";2018-07-31;
920304844;44001;"Louny 1";2018-07-31;
920302702;44001;"Louny 1";2018-07-31;
920303374;44001;"Louny 1";2018-07-31;
920303029;44001;"Louny 1";2018-07-31;
920306121;44001;"Louny 1";2018-07-31;
920302531;44001;"Louny 1";2018-07-31;
920303605;44001;"Louny 1";2018-07-31;
920304921;44001;"Louny 1";2018-07-31;
920301680;44001;"Louny 1";2018-07-31;
920302269;44001;"Louny 1";2018-07-31;
920301680;44001;"Louny 1";2018-07-31;
920305432;44001;"Louny 1";2018-07-31;
920301516;44001;"Louny 1";2018-07-31;
920301516;44001;"Louny 1";2018-07-31;
920300475;44001;"Louny 1";2018-07-31;
920300363;44001;"Louny 1";2018-07-31;
920304921;44001;"Louny 1";2018-07-31;
920305732;44001;"Louny 1";2018-07-31;
920304124;44001;"Louny 1";2018-07-31;
920301516;44001;"Louny 1";2018-07-31;
920302269;44001;"Louny 1";2018-07-31;
920301516;44001;"Louny 1";2018-07-31;
920302531;44001;"Louny 1";2018-07-31;
920304921;44001;"Louny 1";2018-07-31;
920302541;44001;"Louny 1";2018-07-31;
920300363;44001;"Louny 1";2018-07-31;
920303822;44001;"Louny 1";2018-07-31;
920302269;44001;"Louny 1";2018-07-31;
920303822;44001;"Louny 1";2018-07-31;
920304921;44001;"Louny 1";2018-07-31;
920302662;44001;"Louny 1";2018-07-31;
920301680;44001;"Louny 1";2018-07-31;
920301516;44001;"Louny 1";2018-07-31;
920302157;44001;"Louny 1";2018-07-31;
920306689;44001;"Louny 1";2018-07-31;
920301693;44001;"Louny 1";2018-07-31;
920301516;44001;"Louny 1";2018-07-31;
920304844;44001;"Louny 1";2018-07-31;
920304921;44001;"Louny 1";2018-07-31;
920304139;44001;"Louny 1";2018-07-31;
920305829;44001;"Louny 1";2018-07-31;
920303822;44001;"Louny 1";2018-07-31;
920305969;44001;"Louny 1";2018-07-31;
920303029;44001;"Louny 1";2018-07-31;
920303605;44001;"Louny 1";2018-07-31;
920305732;44001;"Louny 1";2018-07-31;
920301693;44001;"Louny 1";2018-07-31;
920306957;44001;"Louny 1";2018-07-31;
920303374;44001;"Louny 1";2018-07-31;
920301680;44001;"Louny 1";2018-07-31;
920301516;44001;"Louny 1";2018-07-31;
920301680;44001;"Louny 1";2018-07-31;
920306355;44001;"Louny 1";2018-07-31;
920304149;44001;"Louny 1";2018-07-31;
500461;95192;Lovce;2010-01-01;
500984;95192;Lovce;2010-01-01;
516724;96621;Lovča;2010-01-01;
517020;96621;Lovča;2010-01-01;
517038;96623;Lovčica-Trubín;2010-01-01;
920306640;69639;Lovčice;2018-07-31;
920306639;50361;"Lovčice u Nového Bydžova";2018-07-31;
511552;98554;Lovinobaňa;2010-01-01;
511749;98554;Lovinobaňa;2010-01-01;
920304213;41002;"Lovosice 2";2018-07-31;
920301917;41002;"Lovosice 2";2018-07-31;
920303105;41002;"Lovosice 2";2018-07-31;
920303105;41002;"Lovosice 2";2018-07-31;
920301917;41002;"Lovosice 2";2018-07-31;
920301917;41002;"Lovosice 2";2018-07-31;
920303469;41002;"Lovosice 2";2018-07-31;
920301917;41002;"Lovosice 2";2018-07-31;
920301917;41002;"Lovosice 2";2018-07-31;
920303471;41002;"Lovosice 2";2018-07-31;
920302838;41002;"Lovosice 2";2018-07-31;
920303935;41002;"Lovosice 2";2018-07-31;
920306318;41002;"Lovosice 2";2018-07-31;
920301917;41002;"Lovosice 2";2018-07-31;
920305870;41002;"Lovosice 2";2018-07-31;
920305338;41002;"Lovosice 2";2018-07-31;
920305999;41002;"Lovosice 2";2018-07-31;
920303935;41002;"Lovosice 2";2018-07-31;
920305999;41002;"Lovosice 2";2018-07-31;
920305109;41002;"Lovosice 2";2018-07-31;
920304259;41002;"Lovosice 2";2018-07-31;
920300843;41002;"Lovosice 2";2018-07-31;
920304066;41002;"Lovosice 2";2018-07-31;
920300654;41002;"Lovosice 2";2018-07-31;
920305300;41002;"Lovosice 2";2018-07-31;
920301917;41002;"Lovosice 2";2018-07-31;
920301199;41002;"Lovosice 2";2018-07-31;
920303690;41002;"Lovosice 2";2018-07-31;
920301917;41002;"Lovosice 2";2018-07-31;
508055;90055;Lozorno;2010-01-01;
503061;94353;Ľubá;2010-01-01;
503339;94353;Ľubá;2010-01-01;
510424;03214;Ľubeľa;2010-01-01;
510696;03214;Ľubeľa;2010-01-01;
510793;03214;Ľubeľa;2010-01-01;
920301550;43983;Lubenec;2018-07-31;
525774;04918;Lubeník;2010-01-01;
525928;04918;Lubeník;2010-01-01;
526151;04918;Lubeník;2010-01-01;
526321;04918;Lubeník;2010-01-01;
523500;05971;Ľubica;2010-01-01;
523682;05971;Ľubica;2010-01-01;
523984;05971;Ľubica;2010-01-01;
524051;05971;Ľubica;2010-01-01;
508748;97655;Ľubietová;2010-01-01;
508926;97655;Ľubietová;2010-01-01;
509027;97655;Ľubietová;2010-01-01;
506184;91612;Lubina;2010-01-01;
520454;06711;Ľubiša;2010-01-01;
520543;06711;Ľubiša;2010-01-01;
521027;06711;Ľubiša;2010-01-01;
920306642;56963;"Lubná u Poličky";2018-07-31;
920305286;27036;"Lubná u Rakovníka";2018-07-31;
920306641;27036;"Lubná u Rakovníka";2018-07-31;
920300279;27036;"Lubná u Rakovníka";2018-07-31;
510441;03491;Ľubochňa;2010-01-01;
510807;03491;Ľubochňa;2010-01-01;
511064;03491;Ľubochňa;2010-01-01;
526681;06541;Ľubotín;2010-01-01;
526878;06541;Ľubotín;2010-01-01;
526983;06541;Ľubotín;2010-01-01;
527084;06541;Ľubotín;2010-01-01;
920301551;35137;"Luby u Chebu";2018-07-31;
920304204;46871;"Lučany nad Nisou";2018-07-31;
508616;97661;Lučatín;2010-01-01;
508756;97661;Lučatín;2010-01-01;
511218;98401;"Lučenec 1";2010-01-01;
511251;98401;"Lučenec 1";2010-01-01;
511421;98401;"Lučenec 1";2010-01-01;
511714;98401;"Lučenec 1";2010-01-01;
580309;98401;"Lučenec 1";2010-01-01;
511218;98403;"Lučenec 3";2010-01-01;
920302203;58235;Lučice;2018-07-31;
920301552;73939;Lučina;2018-07-31;
523658;05931;"Lučivná 1";2010-01-01;
510530;03482;"Lúčky pri Ružomberku";2010-01-01;
510815;03482;"Lúčky pri Ružomberku";2010-01-01;
500470;95188;"Lúčnica nad Žitavou";2010-01-01;
505048;95611;Ludanice;2010-01-01;
556262;95611;Ludanice;2010-01-01;
920300242;74714;Ludgeřovice;2018-07-31;
920300261;74714;Ludgeřovice;2018-07-31;
510823;03471;Ludrová;2010-01-01;
920303646;40713;Ludvíkovice;2018-07-31;
920304210;40713;Ludvíkovice;2018-07-31;
920300391;76326;Luhačovice;2018-07-31;
920306484;76326;Luhačovice;2018-07-31;
920304863;76326;Luhačovice;2018-07-31;
920300542;76326;Luhačovice;2018-07-31;
920300391;76326;Luhačovice;2018-07-31;
920300391;76326;Luhačovice;2018-07-31;
920300969;58822;"Luka nad Jihlavou";2018-07-31;
920300969;58822;"Luka nad Jihlavou";2018-07-31;
920303652;58822;"Luka nad Jihlavou";2018-07-31;
920303652;58822;"Luka nad Jihlavou";2018-07-31;
920300969;58822;"Luka nad Jihlavou";2018-07-31;
920300972;58822;"Luka nad Jihlavou";2018-07-31;
920302530;58822;"Luka nad Jihlavou";2018-07-31;
920300972;58822;"Luka nad Jihlavou";2018-07-31;
920303652;58822;"Luka nad Jihlavou";2018-07-31;
920300972;58822;"Luka nad Jihlavou";2018-07-31;
920300969;58822;"Luka nad Jihlavou";2018-07-31;
520292;06724;"Lukačovce pri Humennom";2010-01-01;
520462;06724;"Lukačovce pri Humennom";2010-01-01;
520985;06724;"Lukačovce pri Humennom";2010-01-01;
500488;95123;"Lukáčovce pri Nitre";2010-01-01;
920304212;39426;Lukavec;2018-07-31;
519545;08621;"Lukavica pri Bardejove";2010-01-01;
519642;08621;"Lukavica pri Bardejove";2010-01-01;
519758;08621;"Lukavica pri Bardejove";2010-01-01;
519928;08621;"Lukavica pri Bardejove";2010-01-01;
920304217;51603;Lukavice;2018-07-31;
920300139;51603;Lukavice;2018-07-31;
519502;08605;"Lukov pri Bardejove";2010-01-01;
519511;08605;"Lukov pri Bardejove";2010-01-01;
519553;08605;"Lukov pri Bardejove";2010-01-01;
920306646;76317;"Lukov u Zlína";2018-07-31;
514489;98026;Lukovištia;2010-01-01;
514853;98026;Lukovištia;2010-01-01;
514926;98026;Lukovištia;2010-01-01;
515086;98026;Lukovištia;2010-01-01;
515175;98026;Lukovištia;2010-01-01;
513334;02053;Lúky;2010-01-01;
557498;02053;Lúky;2010-01-01;
920304221;68303;Luleč;2018-07-31;
920304503;68303;Luleč;2018-07-31;
920306820;29442;Luštěnice;2018-07-31;
920306820;29442;Luštěnice;2018-07-31;
920301555;29442;Luštěnice;2018-07-31;
920300781;29442;Luštěnice;2018-07-31;
920306820;29442;Luštěnice;2018-07-31;
920306820;29442;Luštěnice;2018-07-31;
920306820;29442;Luštěnice;2018-07-31;
920301555;29442;Luštěnice;2018-07-31;
920304490;29442;Luštěnice;2018-07-31;
920301555;29442;Luštěnice;2018-07-31;
517259;96622;Lutila;2010-01-01;
599336;96622;Lutila;2010-01-01;
920301556;78349;Lutín;2018-07-31;
524824;08257;Ľutina;2010-01-01;
524948;08257;Ľutina;2010-01-01;
920304227;50706;Lužany;2018-07-31;
920300715;53854;Luže;2018-07-31;
920302348;53854;Luže;2018-07-31;
920306613;53854;Luže;2018-07-31;
920300715;53854;Luže;2018-07-31;
920300715;53854;Luže;2018-07-31;
920300715;53854;Luže;2018-07-31;
920302065;53854;Luže;2018-07-31;
920300715;53854;Luže;2018-07-31;
920303570;53854;Luže;2018-07-31;
920302065;53854;Luže;2018-07-31;
920300715;53854;Luže;2018-07-31;
920303359;53854;Luže;2018-07-31;
920300715;53854;Luže;2018-07-31;
920303570;53854;Luže;2018-07-31;
920300715;53854;Luže;2018-07-31;
920304196;53854;Luže;2018-07-31;
920300715;53854;Luže;2018-07-31;
920300715;53854;Luže;2018-07-31;
920300715;53854;Luže;2018-07-31;
920302348;53854;Luže;2018-07-31;
920300715;53854;Luže;2018-07-31;
920304229;50362;"Lužec nad Cidlinou";2018-07-31;
920301557;27706;"Lužec nad Vltavou";2018-07-31;
920301557;27706;"Lužec nad Vltavou";2018-07-31;
500011;95141;Lužianky;2010-01-01;
580899;95141;Lužianky;2010-01-01;
920306651;69618;"Lužice u Hodonína";2018-07-31;
920306649;43524;"Lužice u Mostu";2018-07-31;
920306652;27051;"Lužná v Čechách";2018-07-31;
920300035;28922;"Lysá nad Labem";2018-07-31;
920300035;28922;"Lysá nad Labem";2018-07-31;
920300035;28922;"Lysá nad Labem";2018-07-31;
920300374;28922;"Lysá nad Labem";2018-07-31;
920300035;28922;"Lysá nad Labem";2018-07-31;
920300374;28922;"Lysá nad Labem";2018-07-31;
920303616;28922;"Lysá nad Labem";2018-07-31;
920305499;28922;"Lysá nad Labem";2018-07-31;
920305438;28922;"Lysá nad Labem";2018-07-31;
513342;02054;"Lysá pod Makytou";2010-01-01;
920303978;67971;Lysice;2018-07-31;
920302749;67971;Lysice;2018-07-31;
920306366;67971;Lysice;2018-07-31;
920303840;67971;Lysice;2018-07-31;
920300512;67971;Lysice;2018-07-31;
920305660;67971;Lysice;2018-07-31;
920302460;67971;Lysice;2018-07-31;
920305660;67971;Lysice;2018-07-31;
920304061;67971;Lysice;2018-07-31;
920302938;67971;Lysice;2018-07-31;
920303972;67971;Lysice;2018-07-31;
507288;92242;Madunice;2010-01-01;
920304236;54963;Machov;2018-07-31;
920304236;54963;Machov;2018-07-31;
507296;91922;Majcichov;2010-01-01;
920304238;37803;Majdalena;2018-07-31;
509159;02356;"Makov na Slovensku";2010-01-01;
509299;02356;"Makov na Slovensku";2010-01-01;
521248;04420;"Malá Ida";2010-01-01;
521655;04420;"Malá Ida";2010-01-01;
517062;96642;"Malá Lehota pri Novej Bani";2010-01-01;
920304245;79336;"Malá Morávka";2018-07-31;
920304245;79336;"Malá Morávka";2018-07-31;
500267;90101;Malacky;2010-01-01;
508063;90101;Malacky;2010-01-01;
502511;93567;Málaš;2010-01-01;
502600;93567;Málaš;2010-01-01;
519260;08606;Malcov;2010-01-01;
519481;08606;Malcov;2010-01-01;
519570;08606;Malcov;2010-01-01;
519791;08606;Malcov;2010-01-01;
522759;07206;Malčice;2010-01-01;
522783;07206;Malčice;2010-01-01;
522881;07206;Malčice;2010-01-01;
920304255;79849;"Malé Hradisko";2018-07-31;
500518;95154;"Malé Chyndice";2010-01-01;
556785;95154;"Malé Chyndice";2010-01-01;
504556;90874;"Malé Leváre";2010-01-01;
920301561;54234;"Malé Svatoňovice";2018-07-31;
920301747;54234;"Malé Svatoňovice";2018-07-31;
920301561;54234;"Malé Svatoňovice";2018-07-31;
920302447;54234;"Malé Svatoňovice";2018-07-31;
920301561;54234;"Malé Svatoňovice";2018-07-31;
920305955;54234;"Malé Svatoňovice";2018-07-31;
920303620;54234;"Malé Svatoňovice";2018-07-31;
920301561;54234;"Malé Svatoňovice";2018-07-31;
555916;95182;"Malé Vozokany";2010-01-01;
555924;95182;"Malé Vozokany";2010-01-01;
555932;95182;"Malé Vozokany";2010-01-01;
920304260;58276;Maleč;2018-07-31;
920302283;40327;Malečov;2018-07-31;
920302283;40327;Malečov;2018-07-31;
920301562;38706;"Malenice nad Volyňkou";2018-07-31;
920304261;28541;Malešov;2018-07-31;
920304262;66465;Malešovice;2018-07-31;
920301564;27377;Malíkovice;2018-07-31;
920301261;27377;Malíkovice;2018-07-31;
920301564;27377;Malíkovice;2018-07-31;
920301564;27377;Malíkovice;2018-07-31;
511595;98526;Málinec;2010-01-01;
508071;90045;Malinovo;2010-01-01;
920304272;38291;Malonty;2018-07-31;
920306343;39175;Malšice;2018-07-31;
920304275;39175;Malšice;2018-07-31;
920304275;39175;Malšice;2018-07-31;
920304275;39175;Malšice;2018-07-31;
920304275;39175;Malšice;2018-07-31;
920305326;39175;Malšice;2018-07-31;
920304275;39175;Malšice;2018-07-31;
920303058;39175;Malšice;2018-07-31;
920302453;39175;Malšice;2018-07-31;
920304275;39175;Malšice;2018-07-31;
920304275;39175;Malšice;2018-07-31;
920306817;39175;Malšice;2018-07-31;
920303167;39175;Malšice;2018-07-31;
920304275;39175;Malšice;2018-07-31;
920305326;39175;Malšice;2018-07-31;
920304275;39175;Malšice;2018-07-31;
510858;03234;Malužiná;2010-01-01;
510874;03234;Malužiná;2010-01-01;
511188;03234;Malužiná;2010-01-01;
512095;03845;"Malý Čepčín";2010-01-01;
512303;03845;"Malý Čepčín";2010-01-01;
512443;03845;"Malý Čepčín";2010-01-01;
512788;03845;"Malý Čepčín";2010-01-01;
526835;06546;"Malý Lipník";2010-01-01;
526886;06546;"Malý Lipník";2010-01-01;
526894;06546;"Malý Lipník";2010-01-01;
527009;06546;"Malý Lipník";2010-01-01;
527025;06546;"Malý Lipník";2010-01-01;
507318;91929;Malženice;2010-01-01;
503363;94145;Maňa;2010-01-01;
920304474;33162;Manětín;2018-07-31;
920303908;33162;Manětín;2018-07-31;
920304474;33162;Manětín;2018-07-31;
920301567;33162;Manětín;2018-07-31;
920301567;33162;Manětín;2018-07-31;
920304474;33162;Manětín;2018-07-31;
920301567;33162;Manětín;2018-07-31;
920301567;33162;Manětín;2018-07-31;
920304474;33162;Manětín;2018-07-31;
920304474;33162;Manětín;2018-07-31;
920301567;33162;Manětín;2018-07-31;
920301567;33162;Manětín;2018-07-31;
920301567;33162;Manětín;2018-07-31;
920304474;33162;Manětín;2018-07-31;
920301567;33162;Manětín;2018-07-31;
920304474;33162;Manětín;2018-07-31;
920304474;33162;Manětín;2018-07-31;
920304474;33162;Manětín;2018-07-31;
920304474;33162;Manětín;2018-07-31;
920301567;33162;Manětín;2018-07-31;
920303908;33162;Manětín;2018-07-31;
920301567;33162;Manětín;2018-07-31;
920301567;33162;Manětín;2018-07-31;
920304474;33162;Manětín;2018-07-31;
920301567;33162;Manětín;2018-07-31;
920304474;33162;Manětín;2018-07-31;
920301567;33162;Manětín;2018-07-31;
920301567;33162;Manětín;2018-07-31;
920301567;33162;Manětín;2018-07-31;
501239;94632;Marcelová;2010-01-01;
501271;94632;Marcelová;2010-01-01;
501352;94632;Marcelová;2010-01-01;
920301170;47156;Mařenice;2018-07-31;
920304293;47156;Mařenice;2018-07-31;
920304293;47156;Mařenice;2018-07-31;
920301170;47156;Mařenice;2018-07-31;
543322;05501;Margecany;2010-01-01;
519219;08645;Marhaň;2010-01-01;
519375;08645;Marhaň;2010-01-01;
519472;08645;Marhaň;2010-01-01;
519588;08645;Marhaň;2010-01-01;
519944;08645;Marhaň;2010-01-01;
508080;90033;Marianka;2010-01-01;
920302193;35301;"Mariánské Lázně 1";2018-07-31;
920304397;35301;"Mariánské Lázně 1";2018-07-31;
920300126;35301;"Mariánské Lázně 1";2018-07-31;
920302193;35301;"Mariánské Lázně 1";2018-07-31;
920305789;35301;"Mariánské Lázně 1";2018-07-31;
920300126;35301;"Mariánské Lázně 1";2018-07-31;
920305442;35301;"Mariánské Lázně 1";2018-07-31;
920302193;35301;"Mariánské Lázně 1";2018-07-31;
920302193;35301;"Mariánské Lázně 1";2018-07-31;
920300126;35301;"Mariánské Lázně 1";2018-07-31;
920304748;35301;"Mariánské Lázně 1";2018-07-31;
920300126;35301;"Mariánské Lázně 1";2018-07-31;
920306205;35301;"Mariánské Lázně 1";2018-07-31;
920305789;35301;"Mariánské Lázně 1";2018-07-31;
920306062;35301;"Mariánské Lázně 1";2018-07-31;
920305754;35301;"Mariánské Lázně 1";2018-07-31;
920301922;35301;"Mariánské Lázně 1";2018-07-31;
920306205;35301;"Mariánské Lázně 1";2018-07-31;
920302193;35301;"Mariánské Lázně 1";2018-07-31;
920301922;35301;"Mariánské Lázně 1";2018-07-31;
920301922;35301;"Mariánské Lázně 1";2018-07-31;
920302162;35301;"Mariánské Lázně 1";2018-07-31;
920305442;35301;"Mariánské Lázně 1";2018-07-31;
920306062;35301;"Mariánské Lázně 1";2018-07-31;
920306205;35301;"Mariánské Lázně 1";2018-07-31;
920304940;35301;"Mariánské Lázně 1";2018-07-31;
920300126;35301;"Mariánské Lázně 1";2018-07-31;
920306692;35301;"Mariánské Lázně 1";2018-07-31;
920300126;35301;"Mariánské Lázně 1";2018-07-31;
920305789;35301;"Mariánské Lázně 1";2018-07-31;
920305789;35301;"Mariánské Lázně 1";2018-07-31;
920304397;35301;"Mariánské Lázně 1";2018-07-31;
920304397;35301;"Mariánské Lázně 1";2018-07-31;
920305754;35301;"Mariánské Lázně 1";2018-07-31;
920300126;35301;"Mariánské Lázně 1";2018-07-31;
920305907;35301;"Mariánské Lázně 1";2018-07-31;
920300778;43532;"Mariánské Radčice";2018-07-31;
920300778;43532;"Mariánské Radčice";2018-07-31;
525570;04934;Markuška;2010-01-01;
525715;04934;Markuška;2010-01-01;
525952;04934;Markuška;2010-01-01;
526274;04934;Markuška;2010-01-01;
543306;05321;Markušovce;2010-01-01;
543331;05321;Markušovce;2010-01-01;
543349;05321;Markušovce;2010-01-01;
920304279;40742;"Markvartice u Děčína";2018-07-31;
920304280;50742;"Markvartice u Sobotky";2018-07-31;
920301969;25755;Maršovice;2018-07-31;
920304284;25755;Maršovice;2018-07-31;
920304284;25755;Maršovice;2018-07-31;
920304284;25755;Maršovice;2018-07-31;
512036;03601;"Martin 1";2010-01-01;
920304290;51232;"Martinice v Krkonoších";2018-07-31;
920305194;51232;"Martinice v Krkonoších";2018-07-31;
920304292;54973;Martínkovice;2018-07-31;
920304297;43156;Mašťov;2018-07-31;
920304297;43156;Mašťov;2018-07-31;
523381;05951;Matejovce;2010-01-01;
503665;92501;Matúškovo;2010-01-01;
555754;92501;Matúškovo;2010-01-01;
920302280;28936;Mcely;2018-07-31;
920302299;34521;Meclov;2018-07-31;
920304300;29477;Mečeříž;2018-07-31;
920304301;38736;Mečichov;2018-07-31;
920300238;53831;Medlešice;2018-07-31;
920306875;68741;Medlovice;2018-07-31;
920304307;68741;Medlovice;2018-07-31;
920303313;68741;Medlovice;2018-07-31;
501689;93007;Medveďov;2010-01-01;
501760;93007;Medveďov;2010-01-01;
521671;04425;Medzev;2010-01-01;
582093;04425;Medzev;2010-01-01;
508764;97696;Medzibrod;2010-01-01;
520314;06801;Medzilaborce;2010-01-01;
520411;06801;Medzilaborce;2010-01-01;
520471;06801;Medzilaborce;2010-01-01;
520519;06801;Medzilaborce;2010-01-01;
520616;06801;Medzilaborce;2010-01-01;
559610;06801;Medzilaborce;2010-01-01;
920304309;33551;"Měcholupy u Blovic";2018-07-31;
920304310;43931;"Měcholupy u Žatce";2018-07-31;
920302290;74784;Melč;2018-07-31;
920300224;74784;Melč;2018-07-31;
920300690;74784;Melč;2018-07-31;
920305085;74784;Melč;2018-07-31;
920304428;74784;Melč;2018-07-31;
920305658;74784;Melč;2018-07-31;
920304312;74784;Melč;2018-07-31;
920305832;74784;Melč;2018-07-31;
505838;91305;Melčice-Lieskové;2010-01-01;
506095;91305;Melčice-Lieskové;2010-01-01;
506541;91305;Melčice-Lieskové;2010-01-01;
545686;91305;Melčice-Lieskové;2010-01-01;
920304314;27738;"Mělnické Vtelno";2018-07-31;
920304314;27738;"Mělnické Vtelno";2018-07-31;
920304314;27738;"Mělnické Vtelno";2018-07-31;
920302320;27738;"Mělnické Vtelno";2018-07-31;
920301159;27601;"Mělník 1";2018-07-31;
920301159;27601;"Mělník 1";2018-07-31;
920301557;27601;"Mělník 1";2018-07-31;
920301328;27601;"Mělník 1";2018-07-31;
920301930;27601;"Mělník 1";2018-07-31;
920300081;27601;"Mělník 1";2018-07-31;
920301328;27601;"Mělník 1";2018-07-31;
920301328;27601;"Mělník 1";2018-07-31;
920301328;27601;"Mělník 1";2018-07-31;
523721;05936;Mengusovce;2010-01-01;
920304317;50364;Měník;2018-07-31;
920304318;66457;Měnín;2018-07-31;
920301670;66457;Měnín;2018-07-31;
920302822;59442;Měřín;2018-07-31;
920305491;59442;Měřín;2018-07-31;
920302822;59442;Měřín;2018-07-31;
920304736;59442;Měřín;2018-07-31;
920302545;59442;Měřín;2018-07-31;
920300940;59442;Měřín;2018-07-31;
920302545;59442;Měřín;2018-07-31;
920305491;59442;Měřín;2018-07-31;
920303433;59442;Měřín;2018-07-31;
920305491;59442;Měřín;2018-07-31;
920300940;59442;Měřín;2018-07-31;
920304320;36234;"Merklín u Karlových Var";2018-07-31;
920301308;33452;"Merklín u Přeštic";2018-07-31;
920305034;33452;"Merklín u Přeštic";2018-07-31;
